	data_id	Video ID	Title	Channel ID	Author	Description	Length	Length (Seconds)	Published	Language	Audio Language	Views	Likes	Dislikes	Like Ratio	Comments	Source	Kids	Embeddable	Licensed Content	Dimension	Definition	Caption	Projection	License	Privacy Status	Content Rating	Region Restriction Count	Region Restriction	Livestream	Location Name	Location	Recording Date	Tag Count	Tags	Localization Count	Localizations
113		EMknY9jQLnw	Finally Getting Turtles! Crazy Adventure to Find the Perfect Turtle	UCGzXtNdhjPxvCNWFme1bG0g	SerpaDesign	"I spent the other week down in Florida, where I saw a lot of incredible things! I visited a few friends, explored the pine glades, went to Aquashella, and got to see my turtles in person!

Many of you have been requesting turtle content for a while now and I'm finally about to make that happen. I have huge plans for various species that I know you'll love. More on that in the future - stay tuned!

In the meantime, I really hope you enjoy coming along on this adventure with me. It was a lot of work to film and edit! So if you enjoyed the video, give me a like and comment to support the channel. Enjoy!

Give some love to folks who I was able to visit and showcase in this video!

Will Nace @WillNace 
https://www.youtube.com/c/WillNace
https://www.youtube.com/channel/UCPYDgxEGdCpXqG1nsFoUG7Q
https://www.instagram.com/will_nace/

Kamp Kenan @KampKenan 
https://www.youtube.com/c/KampKenan
https://www.instagram.com/kampkenan/

Blake's Exotic Animal Ranch @BlakesExoticAnimalRanch 
https://www.youtube.com/c/BlakesExoticAnimalRanch
https://www.instagram.com/blakesexoticanimalranch/

Moorecroft Conservation Foundation
https://moorcroftconservationfoundation.org/
https://www.instagram.com/moorcroftconservation/

Learn More in my Blog
https://www.serpadesign.com/blog

Follow SerpaDesign
Instagram - https://www.instagram.com/serpadesign/
TikTok - https://www.tiktok.com/@serpadesign
Second Channel - https://www.youtube.com/tannerserpa

00:00 Intro
00:24 Will Nace's Reptile Zoo
00:57 Bush Viper Vivarium
01:14 Venomous Snakes
02:36 Vivarium Display Area
03:29 Touring Florida Greenhouses
04:04 Airplants in the Wild
04:25 Feeding Crocodilians
05:16 Kamp Kenan
05:38 Feeding an Asian Water Monitor
08:17 Socializing with Slinky
09:30 Natural Alligator Pond
10:17 Petting Cuban Rock Iguana 
10:42 Importance of Naturalistic Enclosure Design
11:15 More Reptile Bonding
12:14 Feeding Galapagos and Aldabra Tortoises
12:34 Exploring the Pine Glades
12:47 Boating in the Turtle Pond
13:05 Blake's Exotic Animal Ranch
13:22 Giant Exotic Aviary
14:39 Chickens, Turkeys, and the Donkey
15:27 Moorecroft Conservation Foundation
16:09 Red Foot Tortoises
17:26 Feeding Patagonia Maras
17:58 NA Spotted Turtles
18:06 Snapping Turtles
18:54 Pothos Growing Wild
19:07 Indoor Turtle Setups
19:20 Egyptian Tortoises
19:57 Various Aquatic Turtles
20:32 Florida Box Turtles
21:28 Vietnamese Black Breasted Leaf Turtles
22:49 Aquashella Orlando
23:22 Final Thoughts

#reptiles #turtles #serpadesign"	24m 53s	1493	2022-03-12T12:46:42Z		en	304,316	13,123			408	Playlist: Uploads from SerpaDesign (added 2022-03-12)		true	true	2d	hd	false	rectangular	youtube	public								9	reptile, reptiles, tortoise, turtle, snake, will nace, blake's exotic animal ranch, kamp kenan, moorecroft conservation foundation	0	
114		lDh7yN5h7KM	Venomous Tree Viper Bioactive Jungle Vivarium	UCGzXtNdhjPxvCNWFme1bG0g	SerpaDesign	"In this one, I teamed up with one of my buddies to bring you a build for some venomous reptiles, specifically the Variable Bush Viper (Atheris squamigera). Like most of you, I don't ever intend on keeping these animals myself, but I like to showcase other aspects of the hobby. So, when the opportunity arose, I knew I had to make it happen!

The Variable Bush Viper is a great candidate for a bioactive vivarium because of its placid demeanor and relatively small size. They'll spend most of their time in the canopy, but aren't shy about exploring the forest floor. Like many other medium-sized animals, spot cleaning is necessary for optimal results.

Let me know what you think about the completed build down in the comments!

Will's Socials
YouTube - https://www.youtube.com/c/WillNace
Instagram - https://www.instagram.com/will_nace/

Plant List
Asplenium nidus (Bird's Nest Fern)
Calathea rufibarba 'Green'
Cryptanthus bivittatus (Red Earth Star)
Davallia fejeensis (Rabbit's Foot Fern)
Goeppertia insignis (Rattlesnake Plant)
Ophiopogon japonicus (Mondo Grass)
Peperomia albovittata 'Rana Verde'
Pillow Moss
Saintpaulia sp. (African Violet)

Learn More in my Blog
https://www.serpadesign.com/blog

Follow SerpaDesign
Instagram - https://www.instagram.com/serpadesign/
TikTok - https://www.tiktok.com/@serpadesign
Second Channel - https://www.youtube.com/tannerserpa

00:00 Intro
00:21 Making the Background
03:22 Installing the Background
04:20 Mixing the Substrate
04:55 Adding the False Bottom & Substrate
05:39 Extra Details & DIY Jungle Vines
06:27 Plant Preparation
06:54 Adding the Plants pt 1
07:19 Additional Hardscape
07:34 Adding the Plants pt 2
07:43 Going Bioactive
08:05 Including Botanicals
08:26 Completed Enclosure
09:04 Adding the Snakes and Final Thoughts

#vivarium #treeviper #serpadesign"	11m 19s	679	2022-03-05T12:48:15Z		en	1,331,768	34,812			765	Playlist: Uploads from SerpaDesign (added 2022-03-05)		true	true	2d	hd	false	rectangular	youtube	public								11	vivarium, terrarium, bioactive, bioactive vivarium, bioactive terrarium, naturalistic, tree viper, variable bush viper, venomous, snake vivarium, reptile	0	
115		mkKOK4C1BcU	600 Gallon Vivarium Going Hi Tech	UCGzXtNdhjPxvCNWFme1bG0g	SerpaDesign	"It was time to make some much needed changes in the animal room. I've had an RODI unit for months now and finally took the time to get it installed.

I also wanted to make some tweaks to the 600 gallon vivarium. Longterm I want it to be a fairly hitech setup. The next step into that was to add an automatic mister. I think it was a great inclusion that should make things easier to care for. That said, I'll likely add more spray nozzles. 

Slowly but surely it's shaping up to be a pretty awesome setup. What do you think? Let me know in the comments! 

Buy Merch (Use Code RODI2022 to get 15% until 03/01)
https://teespring.com/stores/serpadesign

Learn More in my Blog
https://www.serpadesign.com/blog

Follow SerpaDesign
Instagram - https://www.instagram.com/serpadesign/
TikTok - https://www.tiktok.com/@serpadesign
Second Channel - https://www.youtube.com/tannerserpa

00:00 Intro
00:30 I Need to Change Things
01:43 Installing A Misting System
03:07 Overview of Details
04:24 RODI Unit
05:26 Close Look At 600 Gallon Vivarium
07:05 Butterfly Splitfin Update
08:42 New Lights for 350 Gallon Paludarium
10:43 New Merch Designs

#vivarium #terrarium #serpadesign"	12m 38s	758	2022-02-26T12:24:07Z		en	283,494	10,183			310	Playlist: Uploads from SerpaDesign (added 2022-02-26)		true	true	2d	hd	false	rectangular	youtube	public								10	vivarium, bioactive, bioactive vivarium, naturalistic, live planted, terrarium, giant terrarium, nature art, art, plant art	0	
116		1weSZQGGs2k	Micro Crab Riparium Root Bowl (No Filter Low Tech)	UCGzXtNdhjPxvCNWFme1bG0g	SerpaDesign	"In this week’s video, I show you how I made a no filter low tech bowl for a group of Thai Micro Crabs. My goal was to keep it really simple with easy techniques and minimal materials. I think the result is a pretty neat little setup that showcases these incredible little critters. What do you think?

Going the low-tech route is pretty easy if you design things with that in mind. Utilizing riparian plant growth (above the water) is a great solution. As I’ve explained, these plants are extremely effective at filtering the water. They act like a sponge and pull all sorts of harmful compounds from the system. This helps make conditions more favorable.

Another benefit to using such plants is the number of roots that will grow in the water column. This can serve as a refuge for fish fry or in this instance, a climbing and grazing area for Thai Micro Crabs. They’ll happily climb all over the roots. In fact, this is the type of environment they prefer. So not only will the plants filter the orb, but they’ll also create a great habitat for the crabs.

Thai Micro Crabs (Limnopilos naiyanetri) are a true aquatic nano species. They stay extremely small and unlike many other “aquatic crabs” these will not leave the water. They scavenge or filter for food as they climb on the roots and other surfaces. Because they are so small, care should be taken when moving them into an aquarium.

Similar Projects
Low Tech Riparium Guppy Pond - https://youtu.be/Pc-uoB80jyk
Jungle Riparium - https://youtu.be/Xb3Trilltik
DIY Patio  Pond - https://youtu.be/ld9WkDIP_o4
Pond Themed Riparium - https://youtu.be/nvG0MbTO3Co
Mini Riparium - https://youtu.be/lVlHuNRSmcM

0:00 Intro 
0:27 Repairing the Container
2:13 Building the Hardscape
3:19 Mixing Substrate
4:24 Lighting
4:41 Planting the Build
6:40 Adding Water
6:58 Botanical Prep
7:35 Finished Design
8:04 Adding the Crabs

Learn More in my Blog
https://www.serpadesign.com/blog

Buy Merch
https://teespring.com/stores/serpadesign

Follow SerpaDesign
Instagram - https://www.instagram.com/serpadesign/
TikTok - https://www.tiktok.com/@serpadesign
Second Channel - https://www.youtube.com/tannerserpa

#aquascape #lowtech #serpadesign"	9m 52s	592	2022-02-19T12:38:54Z		en	587,106	25,942			800	Playlist: Uploads from SerpaDesign (added 2022-02-19)		true	true	2d	hd	false	rectangular	youtube	public								11	riparium, bowl, aquarium, aquascape, planted tank, low tech, no filter, micro crab, thai micro crab, root bowl, nano	0	
117		RJPZ_dfQz9c	Isopod Tree Root Forest Vivarium with Easy Clay Background	UCGzXtNdhjPxvCNWFme1bG0g	SerpaDesign	"We've made so many different projects over the years and many of those builds included isopods. Till now, you've mostly seen them in vivariums and terrariums, which were a lot of fun. Even still, I haven't made a dedicated setup for them yet. Why? I honestly don't really know. Now seemed like the perfect time though.

I wanted to do things differently for this build. The enclosure itself is pretty standard, other than the sliding doors. I typically wouldn't use them on such a small enclosure. It worked for this because the tank is long.

I also wanted to showcase how to make a clay background. Although I've made them in the past and mentioned them in previous videos, I've never properly showcased them before. That said, I did briefly mention them in the Wabi Kusa tutorial. https://youtu.be/m-Oqdyr7l0Y

The combination of various elements made for a unique-looking setup that showcases the isopods well. As I said in the video, I wanted to loosely replicate the look of a fallen tree. Specifically the uprooted area. I didn't have much to work with at the time, but regardless, I think I pulled off that look quite well. What do you think? Let me know in the comments!

00:00 Intro
01:15 Enclosure Build
01:42 Hardscape Selection
03:15 Clay Background
05:17 Adding Details
05:07 False Bottom
06:24 Substrate Mix
06:57 Plant Selection
07:30 Leaf Litter
07:57 Additional Plants
08:34 Final Details
08:51 Springtail and Isopods
09:12 Completed Vivarium
09:45 Conclusion

Learn More in my Blog
https://www.serpadesign.com/blog

Buy Merch
https://teespring.com/stores/serpadesign

Follow SerpaDesign
Instagram - https://www.instagram.com/serpadesign/
TikTok - https://www.tiktok.com/@serpadesign
Second Channel - https://www.youtube.com/tannerserpa

#isopod #vivarium #serpadesign"	11m 36s	696	2022-02-12T13:40:54Z		en	315,238	14,765			1,153	Playlist: Uploads from SerpaDesign (added 2022-02-12)		true	true	2d	hd	false	rectangular	youtube	public								12	vivarium, terrarium, bioactive, bioactive vivarium, bioactive terrarium, isopod, isopods, pill bug, roly poly bug, woodlouse, diy, do it yourself	0	
118		nhYS0j1dtbM	Bog Orb Riparian Planters Aquascape (DIY Upflow Filtration Aquarium)	UCGzXtNdhjPxvCNWFme1bG0g	SerpaDesign	"In this one, I make a unique type of aquarium that I've had in concept for awhile now. It uses a few of the concepts from the upflow overflow aquascape (https://youtu.be/N3uNPHmKkjc), but with its own sort of twist and flavor. What do you think of the result?

As you well know, I really like the idea of using riparian (emersed) plant growth to filter my tanks. They're very effective at doing so and they look great in the process. In this instance, I decided to create an upflow filter system with a few glass orbs and other materials I had around the house.

I've also seen a few comments recently that wanted me to outline the deconstruction and build process of making tanks in more detail. I took the opportunity to share that since I was doing it already. Like I said though, it's easier to buy a pre-made enclosure or get pre-cut glass from a local glazier. Do so at your own discretion and be sure to wear gloves and safety goggles.

00:00 Intro
00:29 Modifying an Aquarium
02:43 Building the Enclosure
04:14 Hardscape
06:03 Creating Orb Filters
07:48 Pump Installation
08:27 Adding Details
09:34 Orb Media
10:38 Adding Plants
12:52 Adding Fish
13:27 Finished Aquascape

FritzZyme Turbo Start was provided with a paid promotion by Fritz Aquatics
https://fritzaquatics.com/

Learn More in my Blog
https://www.serpadesign.com/blog

Buy Merch
https://teespring.com/stores/serpadesign

Follow SerpaDesign
Instagram - https://www.instagram.com/serpadesign/
TikTok - https://www.tiktok.com/@serpadesign
Second Channel - https://www.youtube.com/tannerserpa

#aquascape #diy #serpadesign"	16m 36s	996	2022-02-06T13:11:26Z		en	572,971	19,672			527	Playlist: Uploads from SerpaDesign (added 2022-02-06)		true	true	2d	hd	false	rectangular	youtube	public								10	aquarium, aquascape, fish tank, planted aquarium, bog filter, bog, riparium, riparian, diy, do it youself	0	
119		AsgI4Pjf0h0	DIY Self-Watering Fern Mountain Table Top Planter	UCGzXtNdhjPxvCNWFme1bG0g	SerpaDesign	"I absolutely love ferns. And while they're by no means difficult to care for, they can be somewhat temperamental. It turns out or at least from what I've seen, that ferns thrive in an elaborate setup with flowing water.

Upfront it probably seems like a lot of work, but it pays off long-term. This is a very low-maintenance type of design that requires very minimal upkeep. You just need to top off the water and occasionally trim the plants.

Anyway, I think this is a really cool build. What do you think? Let me know down in the comments.

00:00 Intro
00:30 Container Preparation
01:34 Hardscaping in the Dojo
03:24 Scape Selection
04:32 Building a Pump Reservoir
06:24 Moving the Rocks
07:02 Light Installation
08:27 Pump and Waterfall Details
09:48 Addressing the Tray
10:42 Planting the Design
12:08 Finished Project

Learn More in my Blog
https://www.serpadesign.com/blog

Buy Merch
https://teespring.com/stores/serpadesign

Follow SerpaDesign
Instagram - https://www.instagram.com/serpadesign/
TikTok - https://www.tiktok.com/@serpadesign
Second Channel - https://www.youtube.com/tannerserpa

#ferns #diy #serpadesign"	13m 59s	839	2022-01-29T13:45:48Z		en	542,784	21,192			693	Playlist: Uploads from SerpaDesign (added 2022-01-29)		true	true	2d	hd	false	rectangular	youtube	public								11	fern, ferns, self-watering, table top, fountain, nature scape, nature design, diy, do it youself, penjing, hardscape	0	
120		3txNvyJsdLA	Easy DIY Fish Portals for Guppy Pond	UCGzXtNdhjPxvCNWFme1bG0g	SerpaDesign	"In this week's video, I address a lot of things that I've needed to address for a while. I've had big plans for both the 75 gallon and 150 gallon tanks cube for months, but I had to marinate on my ideas. Both visions have changed a lot over that time, so I'm glad that I've waited this long.

Although I love having duckweed in some of my tanks, it's become a nuisance while feeding. To help out with this, I decided to make a few fish portals. They were super easy to make and look pretty cool. I'd highly recommend making some if you incorporate floating plants.

Buy Merch
https://teespring.com/stores/serpadesign

Follow SerpaDesign
Instagram - https://www.instagram.com/serpadesign/
TikTok - https://www.tiktok.com/@serpadesign
Second Channel - https://www.youtube.com/tannerserpa

00:00 Intro
00:22 New Scape Plans
01:11 Cleaning Samson's Tank
03:05 Scaping 75 Gallon Tank
04:02 Feeding Samson
04:50 DIY Fish Portals 
07:55 Other Aquascapes
08:52 150 Gallon Cube Plans
09:44 Final Thoughts 

#fishportal #diy #serpadesign"	10m 55s	655	2022-01-22T12:28:47Z		en	187,271	8,546			283	Playlist: Uploads from SerpaDesign (added 2022-01-22)		true	true	2d	hd	false	rectangular	youtube	public								9	fish portal, feeding portal, aquarium, fish tank, aquascape, duckweed, planted tank, diy, do it yourself	0	
121		gPDRCDoDGBU	DIY Micro All-In-One Snail Aquarium	UCGzXtNdhjPxvCNWFme1bG0g	SerpaDesign	"Inspiration strikes at random times and this was one of those times! I've had a few acrylic containers sitting around for a while and didn't know what to do with them... That was until I looked at them the other day. All I could see was an aquarium.

This video outlines my journey to create a micro all-in-one aquarium using said container. Enjoy the ride and let me know what you think about it down in the comments! 

Buy Merch
https://teespring.com/stores/serpadesign

Follow SerpaDesign
Instagram - https://www.instagram.com/serpadesign/
TikTok - https://www.tiktok.com/@serpadesign
Second Channel - https://www.youtube.com/tannerserpa

Non-Affiliate Link For Products Used
Acrylic Container - https://bit.ly/3I2tSoN
Mini Pump - https://www.amzn.com/B0088892PK/
Mini USB Light - https://www.amzn.com/B0191S9I4K/

00:00 Intro
00:23 Planning The Build
01:36 Modifying The Enclosure
04:06 How It Works
04:37 Filtration
06:04 Hardscape
07:50 Additional Details
08:52 Planting The Design
10:22 Final Components
11:03 Collecting Snails
11:32 Final Design

#aquascape #aquarium #serpadesign"	14m 3s	843	2022-01-15T12:38:56Z		en	2,298,876	64,082			1,549	Playlist: Uploads from SerpaDesign (added 2022-01-15)		true	true	2d	hd	false	rectangular	youtube	public								13	aquarium, aquascape, fish tank, snail, snails, diy, do it yourself, planted tank, nature art, nature design, micro, nano, pico	0	
122		m-Oqdyr7l0Y	Jungle Aquarium Plant Ball Terrarium (DIY Wabi-Kusa Tutorial)	UCGzXtNdhjPxvCNWFme1bG0g	SerpaDesign	"In this one, I combine the terrarium and aquarium hobby in a way that I haven't shown before through wabi-kusa. Wabi-Kusa is a type of nature design that was developed by the late Takashi Amano. The term “wabi-kusa” is derived from the Japanese term “wabi-sabi”, which is a philosophy centered around the ephemeral, imperfect beauty of life. 

I felt that this would be a really cool and fun project to showcase on the channel and I'm glad that I did. I think it's a really great starting point to step into nature design. It's also a fun option for someone who's already keeping aquarium plants and wants to try something new.

Buy Merch 
https://teespring.com/stores/serpadesign

Follow SerpaDesign
Instagram - https://www.instagram.com/serpadesign/
TikTok - https://www.tiktok.com/@serpadesign
Second Channel - https://www.youtube.com/tannerserpa

00:00 Intro
00:36 What is Wabi-Kusa?
01:01 Understanding Riparian Plant Growth
01:52 Making the Substrate Ball
05:47 Selecting the Plants
07:30 Planting the Wabi-Kusa
09:28 Other Uses
10:13 Selecting a Container
11:42 Hardscape
12:04 Completed Build
12:43 Conclusion

#wabikusa #terrarium #serpadesign"	14m 18s	858	2022-01-08T12:37:25Z		en	260,640	10,976			328	Playlist: Uploads from SerpaDesign (added 2022-01-08)		true	true	2d	hd	false	rectangular	youtube	public								9	wabi kusa, wabi-kusa, terrarium, bottle garden, riparium, terraria, jungle, aquarium, planted	0	
123		CuZeMDsjK70	Gold Play Button Paludarium for Minnows (World's First?)	UCGzXtNdhjPxvCNWFme1bG0g	SerpaDesign	"I finally got my Gold Play Button from YouTube for passing 1 Million Subscribers. To celebrate this milestone and to display the plaque, I decided to build a paludarium around it. It seemed like the proper thing to do and I think the result speaks for itself.

Let me know what you think about it down in the comments! Thanks again for your support and for making this all possible.

Buy Merch 
https://teespring.com/stores/serpadesign

Follow SerpaDesign
Instagram - https://www.instagram.com/serpadesign/
TikTok - https://www.tiktok.com/@serpadesign
Second Channel - https://www.youtube.com/tannerserpa

00:00 Intro
01:11 Building The Enclosure
04:21 Hardscape & Background Design
07:48 Play Button Installation
08:26 Filtration
09:49 Final Details
11:38 Stocking The Tank
12:19 Completed Build
13:40 Outro

#paludarium  #YouTubeCreatorAwards #serpadesign"	14m 24s	864	2022-01-01T12:31:01Z		en	497,986	27,714			910	Playlist: Uploads from SerpaDesign (added 2022-01-01)		true	true	2d	hd	false	rectangular	youtube	public								8	paludarium, aqua terrarium, fish tank, aquarium, gold play button, creator awards, milestone, nature art	0	
124		g5wcG9rtIV0	Snow Terrarium for Handmade Mini Cabin	UCGzXtNdhjPxvCNWFme1bG0g	SerpaDesign	"In this one, I made a custom-built mini cabin from scratch to be the centerpiece for a terrarium. It was quite the process, but I thought it could make for a really awesome scape. Along with that, I designed the setup to look like a snowy landscape. The end result is something unique that aligns perfectly with the holiday season.

What do you think though? Let me know in the comment and enjoy the video! If you like this one, then you might enjoy a similar one I did a few months back where a made a sailboat from scratch for an aquarium. Check it out!
https://youtu.be/LorZ64vB4ss

Buy Merch
https://teespring.com/stores/serpadesign

Follow SerpaDesign
Instagram - https://www.instagram.com/serpadesign/
TikTok - https://www.tiktok.com/@serpadesign
Second Channel - https://www.youtube.com/tannerserpa

00:00 Intro
00:42 Building the Cabin
08:51 Terrarium Setup
12:36 Finished Piece
13:18 1M Giveaway Results
16:27 Final Thoughts

#terrarium #cabin #serpadesign"	17m 6s	1026	2021-12-25T11:00:58Z		en	168,060	8,407			386	Playlist: Uploads from SerpaDesign (added 2021-12-25)		true	true	2d	hd	false	rectangular	youtube	public								8	cabin, snow, terrarium, bottle garden, moss terrarium, handmade, diy, do it youself	0	
125		Rdtk54dzU2k	Nano Ginseng Bonsai Tree Island Paludarium	UCGzXtNdhjPxvCNWFme1bG0g	SerpaDesign	"While going through my idea book, I came across what I imagined to be a bonsai tree paludarium. I had a loose idea of what I wanted, but as I imagined things, I couldn't get the idea of an island out of my head. Not just any island though. I wanted to create something that resembles a sea stack. Of course, I took some liberties, but I think the end result speaks for itself.

Pump Provided by Sicce w/o paid promotion or endorsement.
https://us.sicce.com/

Atomizer Mist Maker provided by UNS w/o paid promotion or endorsement.
https://ultumnaturesystems.com/atomizer/

Buy Merch
https://teespring.com/stores/serpadesign

Follow SerpaDesign
Instagram - https://www.instagram.com/serpadesign/
TikTok - https://www.tiktok.com/@serpadesign
Second Channel - https://www.youtube.com/tannerserpa

#paludarium #bonsai #serpadesign"	14m 45s	885	2021-12-18T12:56:37Z		en	867,154	29,040			872	Playlist: Uploads from SerpaDesign (added 2021-12-18)		true	true	2d	hd	false	rectangular	youtube	public								12	bonsai, bonsai tree, paludarium, aquarium, fish tank, aquascape, hard scape, diy, do it yourself, ginseng bonsai, aquaterrarium, aqua terrarium	0	
126		A23ciyDyn3k	thank you.	UCGzXtNdhjPxvCNWFme1bG0g	SerpaDesign	"Well, it finally happened, on November 15th to be specific. The SerpaDesign YouTube channel reached and surpassed 1,000,000 Subscribers... WOW!

It's been almost a month since then, but I wanted to do something special for the occasion. I couldn't think of any better way to celebrate than with a custom-made vivarium. Not for me though, this one could be yours!

However, it's not really possible to ship it internationally. To keep things fair though, I decided to have two prices. Anyone outside of the contiguous USA will instead have the opportunity to win $475 USD. 

To win, you need to SUBSCRIBE (if you haven't yet), LIKE this video, and COMMENT where you're from.

Potential Prizes
USA Audience (contiguous states only) - Can Win the Vivarium and Extras*
International Audience (+ Hawaii and Alaska) - Can Win $475 USD*

*The winners will be randomly chosen through a comment picker on December 23rd. I will screen capture and record myself doing that for the following video. Winners will be announced on the December 25th upload.

00:00 Journey to 1 Million
10:40 Vivarium Reveal
11:05 A Closer Look
12:58 Giveaway Details
14:00 Final Thoughts

Buy Merch
https://teespring.com/stores/serpadesign

Follow SerpaDesign
Instagram- https://www.instagram.com/serpadesign/
TikTok- https://www.tiktok.com/@serpadesign
Second Channel- https://www.youtube.com/tannerserpa

#vivarium #giveaway #serpadesign"	16m 37s	997	2021-12-11T12:59:44Z		en	150,004	21,779			13,459	Playlist: Uploads from SerpaDesign (added 2021-12-11)		true	true	2d	hd	false	rectangular	youtube	public								7	vivarium, bioactive vivarium, terrarium, custom, diy, giveaway, 1 million	0	
127		-8Pqr-qVqsc	INCREDIBLE TOUR of The Animal Room (2021 Extensive Update)	UCGzXtNdhjPxvCNWFme1bG0g	SerpaDesign	"It's been over a year (May 2020) since I've done a proper and complete tour of the animal room. Things have very much been a work-in-progress lately, so I wanted to give it some time before I did another one. Pretty much everything has been improved upon in that time, so I'm really excited to finally bring you this extended look at what I do.

I'm well on my way to building out the 150 Cube at this point, but I need your input on the empty 75 Gallon Tank. Let me know what you want to see in that tank! I'm also building out several other things that I can't wait to share with you. Stay tuned for more!

Also, for anyone new, I have complete and detailed tutorial videos for EVERYTHING I showed in this video. So, if you want additional information on how I made any of these things, then check out my library of videos.

Video Chapters
00:00 Intro
01:41 Nano Rack
02:37 Blackwater Tetra Tank
05:43 Betta Paludarium
09:09 Ghost Shrimp Ghost Ship
10:55 Rainbow Shiner River Island
13:28 Nano Rack 2
13:56 Lo-Tech Guppy Patio Pond
17:04 Nano Community Aquascape
18:35 Volcano Rasbora Islandscape
20:06 Jumping Spider Vivarium
22:17 Suriname Toad Tank
24:14 Plywood Vivariums
25:58 New Caledonia Gecko Vivariums
30:28 Kingsnake Vivarium
32:51 600 Gallon Vivarium
34:28 40 Gallon Rack
34:58 Pea Puffer Aquascape
36:58 Fire-Bellied Toad Paludarium
39:12 Ameca River Bio Type
41:20 75 Gallon Rack
41:35 African Bullfrog Paludarium
43:08 350 Gallon Paludarium
47:27 Final Thoughts

Buy Merch
https://teespring.com/stores/serpadesign

Follow SerpaDesign
Instagram- https://www.instagram.com/serpadesign/
TikTok- https://www.tiktok.com/@serpadesign
Second Channel- https://www.youtube.com/tannerserpa

#animalroom #vivarium #serpadesign"	48m 54s	2934	2021-12-05T12:21:30Z		en	3,614,803	69,558			1,862	Playlist: Uploads from SerpaDesign (added 2021-12-05)		true	true	2d	hd	false	rectangular	youtube	public								11	animal room, reptile room, rish room, aquarium, fish tank, terrarium, vivarium, bioactive, diy, nature art, nature design	0	
128		lM3-zxjaako	Suriname Toad (Pipa pipa) Breeding Tank Setup	UCGzXtNdhjPxvCNWFme1bG0g	SerpaDesign	"Last year I got a pair of Suriname Toads (Pipa pipa). I named them Pancake can Flapjack. Initially, I kept them in a quarantine thank, but after a few months, I got them set up in a 75 gallon aquarium. They did really well in there, but I noticed something... 

Every now and again I would catch the toads in amplexus. This means they have the likelihood of breeding at some point. I'm not sure if it will happen or not, but if it does, they would benefit from a taller tank. So, I decided to make a new one.

Chapters
0:00 Intro
0:22 Trypophobia Warning
0:36 Intro cont.
1:29 Drilling Tank
3:48 Installing Bulkheads
4:16 Installing Backgrounds
7:54 Adding Hardscape
9:02 Building Filtration (DIY Sump)
10:56 Tank Specs and Hardware
13:25 Adding Leaves
13:51 Adding Plants
14:12 Lighting and Stand
14:52 Design Recap
15:08 Adding Toads
16:57 Outro

Backgrounds and Faux Rock Provided by Universal Rocks  (w/o paid promotion or endorsement)
https://www.universalrocks.com/

Pumps Provided by Sicce  (w/o paid promotion or endorsement)
https://us.sicce.com/

Pancake & Flapjack Merch
https://serpadesign.creator-spring.com/listing/pancake-flapjack?product=796

Follow SerpaDesign
Instagram- https://www.instagram.com/serpadesign/
TikTok- https://www.tiktok.com/@serpadesign
Second Channel- https://www.youtube.com/tannerserpa

#surinametoad #pipapipa #serpadesign"	17m 39s	1059	2021-11-27T12:56:33Z		en	447,562	15,510			582	Playlist: Uploads from SerpaDesign (added 2021-11-27)		true	true	2d	hd	false	rectangular	youtube	public								9	pipa pipa, suriname toad, surinam toad, aquarium, aquascape, fish tank, aquatic frog, frog, taod	0	
129		r1Rab3DQOcM	My Jumping Spider Escaped...	UCGzXtNdhjPxvCNWFme1bG0g	SerpaDesign	"Sometime last week my jumping spider decided that she wanted to explore the animal room! I must have accidentally left the door open a crack when I was feeding her and didn't realize it until it was too late. When I came back 10 minutes later, she was gone!

I searched high and low until eventually, I gave up the search. There are A LOT of places a spider could hide, so it's essentially a losing game. I know this video makes light of a bad situation. It's a mistake I don't intend to make again.

Enclosure Build- https://youtu.be/TrnoaXj79v4

Buy Merch
https://teespring.com/stores/serpadesign

Follow SerpaDesign
Instagram- https://www.instagram.com/serpadesign/
TikTok- https://www.tiktok.com/@serpadesign
Second Channel- https://www.youtube.com/tannerserpa

#jumpingspider #spidervivarium #serpadesign"	10m 49s	649	2021-11-20T12:57:16Z		en	352,417	17,102			994	Playlist: Uploads from SerpaDesign (added 2021-11-20)		true	true	2d	hd	false	rectangular	youtube	public								8	jumping spider, pet jumping spider, pet spider, phidippus audax, spider terrarium, spider vivarium, spider, escape	0	
130		e7czDMttN4Q	Rainbow Shiner River Island Aquascape (Low Tech)	UCGzXtNdhjPxvCNWFme1bG0g	SerpaDesign	"In this one, I design an island aquascape for arguably one of the most beautiful freshwater fish species, the Rainbow Shiner! I've had these fish for at least five months. They were really small and I wasn't quite sure what type of tank I wanted to make for them, so I took my time. 

As I thought through things, I thought that a minimal design, like this one, would be pretty cool. After all, was said and done, it appears that the fish really like it as well.

Enjoy the build and let me know what you think down in the comments!

Buy Merch
https://teespring.com/stores/serpadesign

Follow SerpaDesign
Instagram- https://www.instagram.com/serpadesign/
TikTok- https://www.tiktok.com/@serpadesign
Second Channel- https://www.youtube.com/tannerserpa

#aquascape #rainbowshiner #serpadesign"	10m 25s	625	2021-11-13T12:19:19Z		en	257,998	11,454			545	Playlist: Uploads from SerpaDesign (added 2021-11-13)		true	true	2d	hd	false	rectangular	youtube	public								10	aquascape, fisht tank, aquarium, planted tank, island, rainbow shiner, river, stream, creek, low tech	0	
